Fruits Present,Wolves Alive,Simulation Time,Rabbits Alive
0,0,883825,249
0,0,883826,250
0,0,883827,251
0,0,884576,252
0,0,884578,253
0,0,884584,254
0,0,884590,255
0,0,884717,256
0,0,884723,257
0,0,884758,258
0,0,884760,259
0,0,884761,260
0,0,884763,261
0,0,884765,262
0,0,885267,263
0,0,885269,264
0,0,885345,265
0,0,885353,266
0,0,885355,267
0,0,885366,268
0,0,885367,269
0,0,885372,270
0,0,885498,271
0,0,885499,272
0,0,885500,273
0,0,886665,274
0,0,886670,275
0,0,886671,276
0,0,886672,277
0,0,886679,278
0,0,886829,279
0,0,886838,280
0,0,886840,281
0,0,887160,282
0,0,887162,283
0,0,888172,284
0,0,888173,285
0,0,888175,286
0,0,888176,287
0,0,888177,288
0,0,890097,289
0,0,890101,290
0,0,890179,291
0,0,890181,292
0,0,890182,293
0,0,890198,294
0,0,890236,295
0,0,890245,296
0,0,890246,297
0,0,890248,298
0,0,890250,299
1,0,950505,299
2,0,950506,299
3,0,950507,299
4,0,950507,299
5,0,950507,299
6,0,950507,299
7,0,950507,299
8,0,950507,299
9,0,950507,299
10,0,950507,299
11,0,950507,299
12,0,950507,299
13,0,950507,299
14,0,950507,299
15,0,950507,299
16,0,950507,299
17,0,950507,299
18,0,950507,299
19,0,950508,299
20,0,950508,299
21,0,950508,299
22,0,950508,299
23,0,950508,299
24,0,950508,299
25,0,950508,299
26,0,950508,299
27,0,950508,299
28,0,950508,299
29,0,950508,299
30,0,950509,299
31,0,950509,299
32,0,950509,299
33,0,950509,299
34,0,950509,299
35,0,950509,299
36,0,950509,299
37,0,950509,299
38,0,950509,299
39,0,950509,299
40,0,950509,299
41,0,950509,299
42,0,950509,299
43,0,950510,299
44,0,950510,299
45,0,950510,299
46,0,950510,299
47,0,950510,299
48,0,950510,299
49,0,950510,299
50,0,950511,299
51,0,950511,299
52,0,950511,299
53,0,950511,299
54,0,950511,299
55,0,950511,299
56,0,950511,299
57,0,950511,299
58,0,950511,299
59,0,950511,299
60,0,950512,299
59,0,950632,299
58,0,950655,299
57,0,950657,299
56,0,950657,299
55,0,950660,299
54,0,950671,299
53,0,950671,299
52,0,950712,299
51,0,950727,299
50,0,950728,299
49,0,950728,299
48,0,950729,299
47,0,950730,299
46,0,950731,299
45,0,950732,299
44,0,950732,299
43,0,950733,299
42,0,950733,299
41,0,950735,299
40,0,950736,299
39,0,950737,299
38,0,950737,299
37,0,950738,299
36,0,950739,299
35,0,950744,299
34,0,950746,299
33,0,950804,299
32,0,950806,299
31,0,950808,299
30,0,950812,299
29,0,950816,299
28,0,950822,299
27,0,950885,299
26,0,950955,299
25,0,950959,299
24,0,950959,299
23,0,950961,299
22,0,951009,299
21,0,951012,299
20,0,951025,299
19,0,951033,299
18,0,951066,299
17,0,951083,299
16,0,951091,299
15,0,951109,299
14,0,951110,299
13,0,951140,299
12,0,951223,299
11,0,951224,299
10,0,951269,299
9,0,951359,299
8,0,951537,299
7,0,951591,299
6,0,951709,299
5,0,952364,299
4,0,952520,299
3,0,952762,299
2,0,952792,299
1,0,953163,299
0,0,953826,299
1,0,1036912,299
2,0,1036913,299
3,0,1036916,299
4,0,1036916,299
5,0,1036916,299
6,0,1036916,299
7,0,1036916,299
8,0,1036916,299
9,0,1036916,299
10,0,1036917,299
11,0,1036917,299
12,0,1036917,299
13,0,1036917,299
14,0,1036917,299
15,0,1036917,299
16,0,1036917,299
17,0,1036917,299
18,0,1036917,299
19,0,1036917,299
20,0,1036917,299
21,0,1036917,299
22,0,1036917,299
23,0,1036917,299
24,0,1036917,299
25,0,1036917,299
26,0,1036918,299
27,0,1036918,299
28,0,1036918,299
29,0,1036918,299
30,0,1036918,299
31,0,1036918,299
32,0,1036918,299
33,0,1036918,299
34,0,1036918,299
35,0,1036918,299
36,0,1036918,299
37,0,1036918,299
38,0,1036918,299
39,0,1036918,299
40,0,1036919,299
41,0,1036919,299
42,0,1036919,299
43,0,1036919,299
44,0,1036919,299
45,0,1036919,299
46,0,1036919,299
47,0,1036919,299
48,0,1036919,299
49,0,1036920,299
50,0,1036920,299
51,0,1036920,299
52,0,1036920,299
53,0,1036920,299
54,0,1036920,299
55,0,1036920,299
56,0,1036920,299
57,0,1036920,299
58,0,1036920,299
59,0,1036920,299
60,0,1036920,299
59,0,1037043,299
58,0,1037062,299
57,0,1037063,299
56,0,1037063,299
55,0,1037064,299
54,0,1037065,299
53,0,1037066,299
52,0,1037067,299
51,0,1037067,299
50,0,1037134,299
49,0,1037135,299
48,0,1037135,299
47,0,1037135,299
46,0,1037136,299
45,0,1037136,299
44,0,1037137,299
43,0,1037137,299
42,0,1037138,299
41,0,1037138,299
40,0,1037139,299
39,0,1037140,299
38,0,1037140,299
37,0,1037141,299
36,0,1037141,299
35,0,1037162,299
34,0,1037164,299
33,0,1037166,299
32,0,1037177,299
31,0,1037182,299
30,0,1037212,299
29,0,1037253,299
28,0,1037284,299
27,0,1037285,299
26,0,1037306,299
25,0,1037333,299
24,0,1037334,299
23,0,1037358,299
22,0,1037358,299
21,0,1037406,299
20,0,1037448,299
19,0,1037457,299
18,0,1037475,299
17,0,1037476,299
16,0,1037477,299
15,0,1037479,299
14,0,1037517,299
13,0,1037550,299
12,0,1037551,299
11,0,1037625,299
10,0,1037663,299
9,0,1037672,299
8,0,1037724,299
7,0,1037744,299
6,0,1037840,299
5,0,1037934,299
4,0,1038166,299
3,0,1038266,299
2,0,1038386,299
1,0,1038457,299
0,0,1039012,299
0,0,1053414,300
0,0,1053415,301
0,0,1054435,302
0,0,1054440,303
0,0,1054875,304
0,0,1054876,305
0,0,1054878,306
0,0,1054879,307
0,0,1054882,308
0,0,1054883,309
0,0,1054885,310
0,0,1054887,311
0,0,1055953,312
0,0,1055955,313
0,0,1055956,314
0,0,1056042,315
0,0,1056059,316
0,0,1056063,317
0,0,1056065,318
0,0,1056183,319
0,0,1056184,320
0,0,1056186,321
0,0,1056766,322
0,0,1056767,323
0,0,1056795,324
0,0,1056797,325
0,0,1056799,326
0,0,1056800,327
0,0,1057100,328
0,0,1057102,329
0,0,1057103,330
0,0,1057439,331
0,0,1057440,332
0,0,1057441,333
0,0,1057442,334
0,0,1057450,335
0,0,1057451,336
0,0,1057527,337
0,0,1057529,338
0,0,1057533,339
0,0,1057536,340
0,0,1057946,341
0,0,1057948,342
0,0,1057950,343
0,0,1058072,344
0,0,1058074,345
0,0,1059616,346
0,0,1059618,347
0,0,1059619,348
0,0,1059620,349
0,0,1059628,350
0,0,1060049,351
0,0,1060052,352
0,0,1060053,353
0,0,1061785,354
0,0,1061792,355
0,0,1061793,356
0,0,1061795,357
0,0,1061796,358
0,0,1063681,359
0,0,1067010,360
0,0,1067012,361
0,0,1067014,362
0,0,1067016,363
1,0,1123322,363
2,0,1123322,363
3,0,1123322,363
4,0,1123322,363
5,0,1123322,363
6,0,1123322,363
7,0,1123322,363
8,0,1123322,363
9,0,1123323,363
10,0,1123323,363
11,0,1123323,363
12,0,1123323,363
13,0,1123323,363
14,0,1123323,363
15,0,1123324,363
16,0,1123324,363
17,0,1123324,363
18,0,1123324,363
19,0,1123324,363
20,0,1123324,363
21,0,1123324,363
22,0,1123324,363
23,0,1123325,363
24,0,1123325,363
25,0,1123326,363
26,0,1123326,363
27,0,1123326,363
28,0,1123326,363
29,0,1123326,363
30,0,1123326,363
31,0,1123326,363
32,0,1123326,363
33,0,1123326,363
34,0,1123326,363
35,0,1123326,363
36,0,1123327,363
37,0,1123327,363
38,0,1123327,363
39,0,1123327,363
40,0,1123327,363
41,0,1123327,363
42,0,1123327,363
43,0,1123327,363
44,0,1123327,363
45,0,1123328,363
46,0,1123328,363
47,0,1123328,363
48,0,1123328,363
49,0,1123331,363
50,0,1123331,363
51,0,1123331,363
52,0,1123332,363
53,0,1123332,363
54,0,1123332,363
55,0,1123332,363
56,0,1123340,363
57,0,1123340,363
58,0,1123340,363
59,0,1123346,363
60,0,1123347,363
59,0,1123450,363
58,0,1123453,363
57,0,1123456,363
56,0,1123458,363
55,0,1123463,363
54,0,1123506,363
53,0,1123524,363
52,0,1123525,363
51,0,1123526,363
50,0,1123527,363
49,0,1123527,363
48,0,1123528,363
47,0,1123533,363
46,0,1123534,363
45,0,1123537,363
44,0,1123561,363
43,0,1123571,363
42,0,1123575,363
41,0,1123599,363
40,0,1123599,363
39,0,1123645,363
38,0,1123671,363
37,0,1123672,363
36,0,1123684,363
35,0,1123725,363
34,0,1123747,363
33,0,1123772,363
32,0,1123778,363
31,0,1123779,363
30,0,1123792,363
29,0,1123836,363
28,0,1123878,363
27,0,1123938,363
26,0,1123969,363
25,0,1124013,363
24,0,1124020,363
23,0,1124042,363
22,0,1124184,363
21,0,1124262,363
20,0,1124305,363
19,0,1124306,363
18,0,1124331,363
17,0,1124386,363
16,0,1124482,363
15,0,1124600,363
14,0,1124713,363
13,0,1125109,363
12,0,1125427,363
11,0,1125428,363
10,0,1125745,363
9,0,1127212,363
8,0,1127673,363
7,0,1127916,363
6,0,1128099,363
5,0,1128548,363
4,0,1128652,363
3,0,1128904,363
2,0,1130122,363
1,0,1131994,363
0,0,1132505,363
1,0,1209749,363
2,0,1209749,363
3,0,1209749,363
4,0,1209749,363
5,0,1209749,363
6,0,1209750,363
7,0,1209750,363
8,0,1209750,363
9,0,1209750,363
10,0,1209750,363
11,0,1209750,363
12,0,1209750,363
13,0,1209750,363
14,0,1209750,363
15,0,1209750,363
16,0,1209750,363
17,0,1209750,363
18,0,1209750,363
19,0,1209750,363
20,0,1209751,363
21,0,1209751,363
22,0,1209751,363
23,0,1209751,363
24,0,1209751,363
25,0,1209751,363
26,0,1209751,363
27,0,1209751,363
28,0,1209753,363
29,0,1209753,363
30,0,1209753,363
31,0,1209753,363
32,0,1209753,363
33,0,1209754,363
34,0,1209754,363
35,0,1209754,363
36,0,1209754,363
37,0,1209754,363
38,0,1209755,363
39,0,1209755,363
40,0,1209755,363
41,0,1209755,363
42,0,1209755,363
43,0,1209755,363
44,0,1209755,363
45,0,1209755,363
46,0,1209755,363
47,0,1209756,363
48,0,1209756,363
49,0,1209756,363
50,0,1209756,363
51,0,1209756,363
52,0,1209756,363
53,0,1209756,363
54,0,1209756,363
55,0,1209756,363
56,0,1209756,363
57,0,1209757,363
58,0,1209757,363
59,0,1209757,363
60,0,1209757,363
59,0,1209872,363
58,0,1209881,363
57,0,1209883,363
56,0,1209885,363
55,0,1209886,363
54,0,1209887,363
53,0,1209922,363
52,0,1209922,363
51,0,1209932,363
50,0,1209933,363
49,0,1209935,363
48,0,1209948,363
47,0,1209954,363
46,0,1209954,363
45,0,1209955,363
44,0,1209961,363
43,0,1209962,363
42,0,1209986,363
41,0,1209986,363
40,0,1209987,363
39,0,1209995,363
38,0,1209995,363
37,0,1209995,363
36,0,1209995,363
35,0,1209997,363
34,0,1210006,363
33,0,1210007,363
32,0,1210007,363
31,0,1210008,363
30,0,1210008,363
29,0,1210028,363
28,0,1210067,363
27,0,1210068,363
26,0,1210069,363
25,0,1210132,363
24,0,1210148,363
23,0,1210149,363
22,0,1210149,363
21,0,1210206,363
20,0,1210226,363
19,0,1210238,363
18,0,1210274,363
17,0,1210335,363
16,0,1210414,363
15,0,1210482,363
14,0,1210592,363
13,0,1210593,363
12,0,1210665,363
11,0,1210666,363
10,0,1210710,363
9,0,1210728,363
8,0,1211098,363
7,0,1211142,363
6,0,1211618,363
5,0,1211902,363
4,0,1212240,363
3,0,1212415,363
2,0,1212660,363
1,0,1213294,363
0,0,1213585,363
0,0,1228732,364
0,0,1229163,365
0,0,1229164,366
0,0,1229166,367
0,0,1229170,368
0,0,1229171,369
0,0,1230643,370
0,0,1230646,371
0,0,1230647,372
0,0,1230656,373
0,0,1230729,374
0,0,1230730,375
0,0,1230732,376
0,0,1230733,377
0,0,1230739,378
0,0,1230800,379
0,0,1230802,380
0,0,1230806,381
0,0,1231237,382
0,0,1231239,383
0,0,1231241,384
0,0,1231595,385
0,0,1231597,386
0,0,1231601,387
0,0,1231604,388
0,0,1231606,389
0,0,1231614,390
0,0,1231615,391
0,0,1231620,392
0,0,1231622,393
0,0,1231623,394
0,0,1231667,395
0,0,1231673,396
0,0,1231675,397
0,0,1232556,398
0,0,1232560,399
0,0,1232563,400
0,0,1233066,401
0,0,1233104,402
0,0,1233106,403
0,0,1233515,404
0,0,1233517,405
0,0,1233518,406
0,0,1233520,407
0,0,1233522,408
0,0,1233656,409
0,0,1233658,410
0,0,1233659,411
0,0,1234227,412
0,0,1234228,413
0,0,1234230,414
0,0,1234668,415
0,0,1234670,416
0,0,1234673,417
0,0,1234674,418
0,0,1236635,419
0,0,1236637,420
0,0,1236641,421
0,0,1236643,422
0,0,1237362,423
0,0,1237364,424
0,0,1237365,425
0,0,1237601,426
0,0,1237603,427
0,0,1237605,428
0,0,1237606,429
0,0,1237608,430
0,0,1240641,431
0,0,1240642,432
0,0,1240646,433
0,0,1240648,434
0,0,1243962,435
1,0,1296163,435
2,0,1296164,435
3,0,1296164,435
4,0,1296165,435
5,0,1296166,435
6,0,1296167,435
7,0,1296167,435
8,0,1296167,435
9,0,1296167,435
10,0,1296167,435
11,0,1296167,435
12,0,1296167,435
13,0,1296167,435
14,0,1296167,435
15,0,1296167,435
16,0,1296168,435
17,0,1296168,435
18,0,1296168,435
19,0,1296168,435
20,0,1296168,435
21,0,1296168,435
22,0,1296168,435
23,0,1296168,435
24,0,1296168,435
25,0,1296168,435
26,0,1296168,435
27,0,1296168,435
28,0,1296169,435
29,0,1296169,435
30,0,1296169,435
31,0,1296169,435
32,0,1296169,435
33,0,1296169,435
34,0,1296169,435
35,0,1296169,435
36,0,1296169,435
37,0,1296170,435
38,0,1296170,435
39,0,1296170,435
40,0,1296170,435
41,0,1296170,435
42,0,1296171,435
43,0,1296171,435
44,0,1296172,435
45,0,1296172,435
46,0,1296173,435
47,0,1296173,435
48,0,1296173,435
49,0,1296174,435
50,0,1296174,435
51,0,1296174,435
52,0,1296175,435
53,0,1296175,435
54,0,1296175,435
55,0,1296175,435
56,0,1296175,435
57,0,1296175,435
58,0,1296175,435
59,0,1296175,435
60,0,1296175,435
59,0,1296350,435
58,0,1296350,435
57,0,1296355,435
56,0,1296357,435
55,0,1296358,435
54,0,1296391,435
53,0,1296392,435
52,0,1296392,435
51,0,1296393,435
50,0,1296394,435
49,0,1296396,435
48,0,1296418,435
47,0,1296419,435
46,0,1296420,435
45,0,1296424,435
44,0,1296424,435
43,0,1296425,435
42,0,1296427,435
41,0,1296428,435
40,0,1296442,435
39,0,1296493,435
38,0,1296496,435
37,0,1296497,435
36,0,1296499,435
35,0,1296501,435
34,0,1296539,435
33,0,1296617,435
32,0,1296640,435
31,0,1296661,435
30,0,1296686,435
29,0,1296687,435
28,0,1296713,435
27,0,1296770,435
26,0,1296770,435
25,0,1296794,435
24,0,1296863,435
23,0,1296880,435
22,0,1296935,435
21,0,1296976,435
20,0,1297021,435
19,0,1297026,435
18,0,1297027,435
17,0,1297027,435
16,0,1297227,435
15,0,1297231,435
14,0,1297416,435
13,0,1297540,435
12,0,1297639,435
11,0,1297681,435
10,0,1297817,435
9,0,1297857,435
8,0,1297954,435
7,0,1297962,435
6,0,1298458,435
5,0,1298738,435
4,0,1298836,435
3,0,1299311,435
2,0,1299753,435
1,0,1300045,435
0,0,1301590,435
1,0,1382576,435
2,0,1382576,435
3,0,1382577,435
4,0,1382577,435
5,0,1382577,435
6,0,1382577,435
7,0,1382577,435
8,0,1382577,435
9,0,1382577,435
10,0,1382578,435
11,0,1382578,435
12,0,1382578,435
13,0,1382578,435
14,0,1382578,435
15,0,1382578,435
16,0,1382578,435
17,0,1382578,435
18,0,1382579,435
19,0,1382579,435
20,0,1382579,435
21,0,1382579,435
22,0,1382579,435
23,0,1382579,435
24,0,1382579,435
25,0,1382580,435
26,0,1382580,435
27,0,1382580,435
28,0,1382580,435
29,0,1382580,435
30,0,1382580,435
31,0,1382580,435
32,0,1382580,435
33,0,1382580,435
34,0,1382580,435
35,0,1382581,435
36,0,1382581,435
37,0,1382581,435
38,0,1382581,435
39,0,1382581,435
40,0,1382581,435
41,0,1382581,435
42,0,1382581,435
43,0,1382581,435
44,0,1382581,435
45,0,1382581,435
46,0,1382582,435
47,0,1382582,435
48,0,1382582,435
49,0,1382582,435
50,0,1382582,435
51,0,1382582,435
52,0,1382582,435
53,0,1382582,435
54,0,1382582,435
55,0,1382582,435
56,0,1382583,435
57,0,1382583,435
58,0,1382583,435
59,0,1382583,435
60,0,1382583,435
59,0,1382723,435
58,0,1382723,435
57,0,1382750,435
56,0,1382750,435
55,0,1382752,435
54,0,1382754,435
53,0,1382755,435
52,0,1382755,435
51,0,1382756,435
50,0,1382763,435
49,0,1382796,435
48,0,1382797,435
47,0,1382798,435
46,0,1382798,435
45,0,1382798,435
44,0,1382823,435
43,0,1382824,435
42,0,1382824,435
41,0,1382825,435
40,0,1382825,435
39,0,1382825,435
38,0,1382826,435
37,0,1382826,435
36,0,1382826,435
35,0,1382826,435
34,0,1382829,435
33,0,1382830,435
32,0,1382831,435
31,0,1382833,435
30,0,1382836,435
29,0,1382899,435
28,0,1382903,435
27,0,1382911,435
26,0,1382943,435
25,0,1382971,435
24,0,1383022,435
23,0,1383030,435
22,0,1383044,435
21,0,1383065,435
20,0,1383090,435
19,0,1383091,435
18,0,1383091,435
17,0,1383136,435
16,0,1383189,435
15,0,1383191,435
14,0,1383237,435
13,0,1383239,435
12,0,1383265,435
11,0,1383459,435
10,0,1383484,435
9,0,1383527,435
8,0,1383560,435
7,0,1383601,435
6,0,1384053,435
5,0,1384069,435
4,0,1384163,435
3,0,1384409,435
2,0,1384506,435
1,0,1385387,435
0,0,1385512,435
0,0,1403945,436
0,0,1403947,437
0,0,1403948,438
0,0,1403950,439
0,0,1404007,440
0,0,1404009,441
0,0,1404011,442
0,0,1404012,443
0,0,1404013,444
0,0,1405216,445
0,0,1405217,446
0,0,1405219,447
0,0,1405987,448
0,0,1405993,449
0,0,1405994,450
0,0,1405996,451
0,0,1406066,452
0,0,1406446,453
0,0,1406448,454
0,0,1406450,455
0,0,1406451,456
0,0,1406453,457
0,0,1406517,458
0,0,1406518,459
0,0,1406521,460
0,0,1406573,461
0,0,1406574,462
0,0,1406576,463
0,0,1407394,464
0,0,1407399,465
0,0,1407525,466
0,0,1407527,467
0,0,1407528,468
0,0,1407544,469
0,0,1407553,470
0,0,1407555,471
0,0,1407556,472
0,0,1407558,473
0,0,1407560,474
0,0,1407561,475
0,0,1407563,476
0,0,1407564,477
0,0,1407597,478
0,0,1407598,479
0,0,1407600,480
0,0,1407601,481
0,0,1407603,482
0,0,1407974,483
0,0,1407977,484
0,0,1407982,485
0,0,1408196,486
0,0,1408198,487
0,0,1408202,488
0,0,1408296,489
0,0,1408298,490
0,0,1408300,491
0,0,1408332,492
0,0,1408334,493
0,0,1408720,494
0,0,1408725,495
0,0,1408727,496
0,0,1408729,497
0,0,1409423,498
0,0,1409425,499
0,0,1409427,500
1,0,1468984,500
2,0,1468985,500
3,0,1468985,500
4,0,1468985,500
5,0,1468985,500
6,0,1468985,500
7,0,1468986,500
8,0,1468986,500
9,0,1468986,500
10,0,1468986,500
11,0,1468986,500
12,0,1468986,500
13,0,1468986,500
14,0,1468986,500
15,0,1468986,500
16,0,1468988,500
17,0,1468988,500
18,0,1468989,500
19,0,1468990,500
20,0,1468990,500
21,0,1468990,500
22,0,1468993,500
23,0,1468993,500
24,0,1468994,500
25,0,1468994,500
26,0,1468995,500
27,0,1468995,500
28,0,1468995,500
29,0,1468996,500
30,0,1468997,500
31,0,1468997,500
32,0,1468998,500
33,0,1468998,500
34,0,1468998,500
35,0,1468998,500
36,0,1468998,500
37,0,1468998,500
38,0,1468998,500
39,0,1468998,500
40,0,1468998,500
41,0,1468999,500
42,0,1468999,500
43,0,1468999,500
44,0,1468999,500
45,0,1468999,500
46,0,1468999,500
47,0,1468999,500
48,0,1468999,500
49,0,1468999,500
50,0,1468999,500
51,0,1469000,500
52,0,1469000,500
53,0,1469000,500
54,0,1469000,500
55,0,1469000,500
56,0,1469000,500
57,0,1469001,500
58,0,1469003,500
59,0,1469003,500
60,0,1469003,500
59,0,1469111,500
58,0,1469123,500
57,0,1469124,500
56,0,1469125,500
55,0,1469125,500
54,0,1469134,500
53,0,1469156,500
52,0,1469156,500
51,0,1469184,500
50,0,1469187,500
49,0,1469194,500
48,0,1469195,500
47,0,1469196,500
46,0,1469197,500
45,0,1469198,500
44,0,1469198,500
43,0,1469198,500
42,0,1469199,500
41,0,1469199,500
40,0,1469200,500
39,0,1469200,500
38,0,1469200,500
37,0,1469205,500
36,0,1469253,500
35,0,1469279,500
34,0,1469327,500
33,0,1469329,500
32,0,1469334,500
31,0,1469335,500
30,0,1469342,500
29,0,1469350,500
28,0,1469374,500
27,0,1469376,500
26,0,1469415,500
25,0,1469462,500
24,0,1469480,500
23,0,1469496,500
22,0,1469519,500
21,0,1469544,500
20,0,1469549,500
19,0,1469555,500
18,0,1469560,500
17,0,1469654,500
16,0,1469684,500
15,0,1469737,500
14,0,1469764,500
13,0,1469903,500
12,0,1469958,500
11,0,1470079,500
10,0,1470152,500
9,0,1470246,500
8,0,1470355,500
7,0,1470685,500
6,0,1470709,500
5,0,1470785,500
4,0,1471136,500
3,0,1471493,500
2,0,1472272,500
1,0,1472609,500
0,0,1473593,500
1,0,1555404,500
2,0,1555404,500
3,0,1555404,500
4,0,1555404,500
5,0,1555405,500
6,0,1555405,500
7,0,1555405,500
8,0,1555405,500
9,0,1555405,500
10,0,1555405,500
11,0,1555405,500
12,0,1555405,500
13,0,1555405,500
14,0,1555405,500
15,0,1555405,500
16,0,1555406,500
17,0,1555406,500
18,0,1555406,500
19,0,1555406,500
20,0,1555406,500
21,0,1555406,500
22,0,1555406,500
23,0,1555406,500
24,0,1555406,500
25,0,1555407,500
26,0,1555407,500
27,0,1555407,500
28,0,1555407,500
29,0,1555407,500
30,0,1555407,500
31,0,1555407,500
32,0,1555407,500
33,0,1555407,500
34,0,1555407,500
35,0,1555408,500
36,0,1555408,500
37,0,1555408,500
38,0,1555408,500
39,0,1555408,500
40,0,1555408,500
41,0,1555408,500
42,0,1555408,500
43,0,1555408,500
44,0,1555408,500
45,0,1555409,500
46,0,1555409,500
47,0,1555409,500
48,0,1555409,500
49,0,1555409,500
50,0,1555409,500
51,0,1555410,500
52,0,1555411,500
53,0,1555411,500
54,0,1555411,500
55,0,1555411,500
56,0,1555411,500
57,0,1555411,500
58,0,1555411,500
59,0,1555412,500
60,0,1555412,500
59,0,1555560,500
58,0,1555561,500
57,0,1555561,500
56,0,1555562,500
55,0,1555562,500
54,0,1555563,500
53,0,1555564,500
52,0,1555605,500
51,0,1555606,500
50,0,1555633,500
49,0,1555634,500
48,0,1555634,500
47,0,1555636,500
46,0,1555637,500
45,0,1555638,500
44,0,1555639,500
43,0,1555639,500
42,0,1555640,500
41,0,1555641,500
40,0,1555641,500
39,0,1555706,500
38,0,1555709,500
37,0,1555715,500
36,0,1555749,500
35,0,1555759,500
34,0,1555780,500
33,0,1555783,500
32,0,1555820,500
31,0,1555827,500
30,0,1555830,500
29,0,1555831,500
28,0,1555899,500
27,0,1555900,500
26,0,1555906,500
25,0,1555975,500
24,0,1555976,500
23,0,1555997,500
22,0,1555998,500
21,0,1556050,500
20,0,1556070,500
19,0,1556119,500
18,0,1556264,500
17,0,1556267,500
16,0,1556290,500
15,0,1556343,500
14,0,1556350,500
13,0,1556444,500
12,0,1556634,500
11,0,1556655,500
10,0,1556705,500
9,0,1556897,500
8,0,1556951,500
7,0,1557216,500
6,0,1557391,500
5,0,1558190,500
4,0,1558337,500
3,0,1558629,500
2,0,1560282,500
1,0,1560504,500
0,0,1564755,500
1,0,1641813,500
2,0,1641815,500
3,0,1641816,500
4,0,1641817,500
5,0,1641817,500
6,0,1641818,500
7,0,1641818,500
8,0,1641818,500
9,0,1641818,500
10,0,1641818,500
11,0,1641819,500
12,0,1641819,500
13,0,1641820,500
14,0,1641820,500
15,0,1641820,500
16,0,1641820,500
17,0,1641820,500
18,0,1641820,500
19,0,1641820,500
20,0,1641821,500
21,0,1641821,500
22,0,1641821,500
23,0,1641821,500
24,0,1641821,500
25,0,1641822,500
26,0,1641822,500
27,0,1641822,500
28,0,1641822,500
29,0,1641823,500
30,0,1641823,500
31,0,1641823,500
32,0,1641823,500
33,0,1641823,500
34,0,1641823,500
35,0,1641824,500
36,0,1641824,500
37,0,1641824,500
38,0,1641824,500
39,0,1641824,500
40,0,1641824,500
41,0,1641824,500
42,0,1641824,500
43,0,1641824,500
44,0,1641824,500
45,0,1641825,500
46,0,1641825,500
47,0,1641825,500
48,0,1641825,500
49,0,1641825,500
50,0,1641825,500
51,0,1641825,500
52,0,1641826,500
53,0,1641826,500
54,0,1641826,500
55,0,1641826,500
56,0,1641826,500
57,0,1641826,500
58,0,1641826,500
59,0,1641826,500
60,0,1641826,500
59,0,1641963,500
58,0,1641965,500
57,0,1641966,500
56,0,1641996,500
55,0,1641998,500
54,0,1642012,500
53,0,1642068,500
52,0,1642069,500
51,0,1642070,500
50,0,1642070,500
49,0,1642071,500
48,0,1642072,500
47,0,1642074,500
46,0,1642080,500
45,0,1642081,500
44,0,1642141,500
43,0,1642153,500
42,0,1642153,500
41,0,1642226,500
40,0,1642267,500
39,0,1642295,500
38,0,1642338,500
37,0,1642370,500
36,0,1642438,500
35,0,1642441,500
34,0,1642493,500
33,0,1642551,500
32,0,1642589,500
31,0,1642674,500
30,0,1642707,500
29,0,1642779,500
28,0,1642780,500
27,0,1642797,500
26,0,1642882,500
25,0,1643062,500
24,0,1643103,500
23,0,1643177,500
22,0,1643181,500
21,0,1643220,500
20,0,1643221,500
19,0,1643252,500
18,0,1643293,500
17,0,1643316,500
16,0,1643736,500
15,0,1643953,500
14,0,1644017,500
13,0,1644110,500
12,0,1644138,500
11,0,1644162,500
10,0,1644314,500
9,0,1644470,500
8,0,1645953,500
7,0,1646037,500
6,0,1646080,500
5,0,1646491,500
4,0,1647621,500
3,0,1648059,500
2,0,1648281,500
1,0,1651328,500
0,0,1661443,500
1,0,1728230,500
2,0,1728230,500
3,0,1728230,500
4,0,1728230,500
5,0,1728231,500
6,0,1728231,500
7,0,1728231,500
8,0,1728231,500
9,0,1728231,500
10,0,1728231,500
11,0,1728231,500
12,0,1728231,500
13,0,1728231,500
14,0,1728231,500
15,0,1728231,500
16,0,1728232,500
17,0,1728232,500
18,0,1728232,500
19,0,1728232,500
20,0,1728232,500
21,0,1728232,500
22,0,1728232,500
23,0,1728232,500
24,0,1728232,500
25,0,1728233,500
26,0,1728233,500
27,0,1728233,500
28,0,1728233,500
29,0,1728233,500
30,0,1728233,500
31,0,1728233,500
32,0,1728233,500
33,0,1728233,500
34,0,1728233,500
35,0,1728233,500
36,0,1728234,500
37,0,1728234,500
38,0,1728234,500
39,0,1728234,500
40,0,1728234,500
41,0,1728234,500
42,0,1728234,500
43,0,1728235,500
44,0,1728235,500
45,0,1728235,500
46,0,1728235,500
47,0,1728235,500
48,0,1728235,500
49,0,1728235,500
50,0,1728235,500
51,0,1728235,500
52,0,1728235,500
53,0,1728236,500
54,0,1728236,500
55,0,1728236,500
56,0,1728236,500
57,0,1728236,500
58,0,1728236,500
59,0,1728236,500
60,0,1728236,500
59,0,1728397,500
58,0,1728404,500
57,0,1728406,500
56,0,1728407,500
55,0,1728443,500
54,0,1728475,500
53,0,1728475,500
52,0,1728476,500
51,0,1728477,500
50,0,1728478,500
49,0,1728479,500
48,0,1728543,500
47,0,1728551,500
46,0,1728553,500
45,0,1728553,500
44,0,1728619,500
43,0,1728626,500
42,0,1728768,500
41,0,1728845,500
40,0,1728885,500
39,0,1728918,500
38,0,1728965,500
